ID,Username,Time,Geo,Language,Text,Hashtags,Public_metrics
10,4698997585,2022-04-28 09:03:07+00:00,,de,"#Putin sagt immer wieder, dass die #Nato #Russland bedrohe...
Seltsam, ich als Schweizer habe überhaupt keine Angst vor der #NATO obwohl die Schweiz nicht in der #NATO  ist.
#Ukraine #UkraineKrieg #Weltkrieg","{'Russland', 'UkraineKrieg', 'NATO', 'Nato', 'Weltkrieg', 'Putin', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
11,1169925213301223424,2022-04-28 09:03:07+00:00,,en,RT @jakluge: Impressive tool that shows why an EU #oil embargo on #Russia would be very effective: It is virtually impossible to redirect a…,"{'oil', 'Russia'}","{'retweet_count': 75, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
12,1385462465215963136,2022-04-28 09:03:05+00:00,,ko,"RT @fantagiomusic_: [#아스트로] ‘청량 끝판왕’ 아스트로 컴백‥5월16일 정규 3집 발매[공식]
▶ https://t.co/YbVztxEN0w

#NEWS #ASTRO
#Drive_to_the_Starry_Road https://t…","{'NEWS', 'ASTRO', 'Drive_to_the_Starry_Road'}","{'retweet_count': 4455, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
13,996724932,2022-04-28 09:03:04+00:00,,en,"RT @MikkoKoivumaa: This FT editorial catches well the essential points in #Finland’s possible changes in its security policy, incl. possibi…",{'Finland’s'},"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
14,114548002,2022-04-28 09:03:03+00:00,,en,"RT @dpatrikarakos: ""I want to say one thing: @elonmusk's Starlink is what changed the war in #Ukraine's favour. #Russia went out of its way…","{""Ukraine's"", 'Russia'}","{'retweet_count': 2512, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
15,69394237,2022-04-28 09:03:02+00:00,,en,"***** Brand New YouTube video. *****
Please check out iCarp webpage. Helping military folk, past and present via therapeutic fishing/recreation trips. #PTSD #Army #Navy #RAF #Marines RT. https://t.co/HeR8d7yg0i","{'RAF', 'PTSD', 'Marines', 'Navy', 'Army'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
16,1347454405986177026,2022-04-28 09:03:02+00:00,,nl,"@moeva18 Een verschil tussen #Lviv en #Odessa was dagelijks merkbaar is, zeker voor niet Oekrainers.....niet overal werken creditcards en bankautomataten, als ook dat indien hij wel werkt je vaak een limiet hebt van 500 grivna. Laat weer eens zien, hoe belangrijk Cashgeld is!!","{'Lviv', 'Odessa'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
17,803132018750005248,2022-04-28 09:03:01+00:00,,en,"RT @OnlineMagazin: 🔥🔥🔥 Russia: It is very strange, but in #Moscow a medical building under construction is on fire. The fires in #Russia ar…","{'Russia', 'Moscow'}","{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
18,1420498158577242116,2022-04-28 09:03:01+00:00,,de,#News #Blaulicht POL-LWL: Entstehungsbrand in Putenaufzuchtanlage schnell gelöscht - https://t.co/9mQPBPxWkp https://t.co/a2rOi4c7sQ,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
19,880066093171097601,2022-04-28 09:03:00+00:00,,th,"RT @_candyclover: “เมื่อเปรียบเทียบกับกลุ่มแฟนๆ ที่มีมาก่อน ผู้ติดตาม @BTS_twt อย่าง #ARMY กลับมีความรู้ความสามารถมากกว่า, มีกลยุทธ์และฉลาด…",{'ARMY'},"{'retweet_count': 358, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
20,2831933978,2022-04-28 09:03:00+00:00,,it,"Le ultime #news dall'#Italia e dal #mondo nel #Tg2000 il telegiornale di @TV2000it

Direttore @vinmorgante

Dal lunedì al sabato: ore 8.30, 12, 14.55, 18.30, 20.30
Domenica: ore 18.30 e 20.30

Qui tutti i servizi 👇
https://t.co/9KOr4AOiXp https://t.co/hMZ1bjpFAx","{'mondo', 'Tg2000', 'news'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
21,1518884296890617856,2022-04-28 09:02:58+00:00,,en,"ALWAYS READY TO RAISE A VOICE AGAINST WRONG
#news 
#Truth https://t.co/an0dpoKiHk","{'news', 'Truth'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
22,908025133,2022-04-28 09:02:57+00:00,,en,"RT @dylanpwhite: NEW — Speaking at the European Parliament, @NATO Secretary General Jens Stoltenberg says:

“Up to date, #NATO Allies have…",{'NATO'},"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
23,880066093171097601,2022-04-28 09:02:57+00:00,,th,RT @_candyclover: แต่ความเป็นจริงกลับตรงกันข้ามเพราะแฟนคลับส่วนใหญ่อยู่ในวัยเลข 2 และเลข 3 ซึ่งฐานแฟนคลับของ #BTS มีความความหลากหลาย เพราะ…,{'BTS'},"{'retweet_count': 264, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
24,880066093171097601,2022-04-28 09:02:56+00:00,,th,RT @_candyclover: พวกเขายังจัดกลุ่มให้ความช่วยเหลือด้านต่างๆ ในนาม @BTS_twt ตั้งแต่การแปลคอนเทนต์ของ #BTS บนโซเชียลเป็นภาษาอังกฤษและภาษาอื่…,{'BTS'},"{'retweet_count': 182, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
25,1420498158577242116,2022-04-28 09:02:55+00:00,,de,#News #Blaulicht POL-SI: Polizeiwache in Bad Laasphe zieht um - eingeschränkte Erreichbarkeit für drei Tage - #polsiwi - https://t.co/7AwoDYKXyC https://t.co/YnLiNFQSh3,"{'Blaulicht', 'polsiwi', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
26,2969637076,2022-04-28 09:02:55+00:00,,en,"RT @JFC_Naples: Training together means #NATO forces are ready to fight together, if needed. 

@USArmy and @MApNRomania soldiers train on a…",{'NATO'},"{'retweet_count': 100, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
27,860044806101360640,2022-04-28 09:02:54+00:00,,en,"Gosloto 5/36 results: 8,15,32,29,11,4 #gosloto #russia #5x36 Analysis and Stats https://t.co/4h4uSMfLSt","{'5x36', 'gosloto', 'russia'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
28,990482627953078272,2022-04-28 09:02:53+00:00,,hi,"RT @irajulpandya: #Gujarat #models' of #Governance - #India #news ❤️🙌
केरला अब गुजरात के गर्वनन्स मोडल को करेगा स्टडी। विकास का हब गुजरात…","{'India', ""models'"", 'Governance', 'news', 'Gujarat'}","{'retweet_count': 41, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
29,934982760,2022-04-28 09:02:52+00:00,,en,Enviva invests a quarter billion for new pellet plant in Mississippi Click Here For Free Plans and Projects ==&gt; https://t.co/mQtWYgtThu #woodworking #woodworkingjobs #woodproject #decks #diy #ukraine #ukainewar #russia https://t.co/YFoC2x48AJ,"{'woodworkingjobs', 'ukraine', 'ukainewar', 'diy', 'woodworking', 'decks', 'russia', 'woodproject'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
30,2236327369,2022-04-28 09:02:52+00:00,,it,"@Limbolimbo18 #Putin #Russi=#Ucraini sono cattivi #Donbass #crimea finti ribelli,in #Moldavia creano la #Transnistria perché anche #Moldavi sono cattivi,#Georgia fanno un'invasione perché cattivissimi,#Cecenia genocidio per sport,I paesi baltici  scappano in #Nato= la colpa è degli #USA 😂😂","{'Donbass', 'crimea', 'USA', 'Russi=#Ucraini', 'Nato=', 'Moldavi', 'Transnistria', 'Moldavia', 'Putin'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
31,999880193614364672,2022-04-28 09:02:51+00:00,,en,@briccoin The project looks very interesting. I have high hopes for it in the future. I hope I am not the only one. There are many more.#blockchain  #b2b #briccoin  #eximbank #eximbusiness #remittances #Brazil #russia #india #china #tron #trc20 #cryptocurrency #emoney,"{'remittances', 'india', 'eximbank', 'tron', 'cryptocurrency', 'briccoin', 'trc20', 'emoney', 'b2b', 'china', 'eximbusiness', 'russia', 'Brazil'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
32,1379367732383154177,2022-04-28 09:02:51+00:00,,en,"Eye on Polls, Nadda Holds Meeting with Senior Party Leaders from Madhya Pradesh - The Madras Tribune 
#MadrasTribune #News #BreakingNews
https://t.co/olGvl5SVwK","{'BreakingNews', 'MadrasTribune', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
33,100000213,2022-04-28 09:02:50+00:00,,en,"RT @nexta_tv: The website of the Legislative Assembly of #Krasnoyarsk region in #Russia published news about plans to ""expropriate the surp…","{'Russia', 'Krasnoyarsk'}","{'retweet_count': 256, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
34,1003043810421559296,2022-04-28 09:02:50+00:00,,en,RT @carlesdijous: #Russia Coordinating #Cyberattacks With Military Strikes in #Ukraine – #Microsoft. https://t.co/YTPlHBW1xS #Cybersecurity…,"{'Cyberattacks', 'Cybersecurity…', 'Russia', 'Microsoft.', 'Ukraine'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
35,480660323,2022-04-28 09:02:50+00:00,,en,RT @gbazov: #KHERSON—#Ukraine|ian fake propaganda strikes again. #Russia|n TV broadcasts working just fine in #Kherson. NO DAMAGE TO TV tow…,"{'Kherson.', 'KHERSON—#Ukraine|ian', 'Russia|n'}","{'retweet_count': 35, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
36,2969637076,2022-04-28 09:02:50+00:00,,en,"RT @SpainNATO: 🇪🇸 ESPS #Meteoro, current flagship of #NATO @COM_SNMCMG2, &amp; 1️⃣3️⃣ other surface ships, takes part alongside 4️⃣ @NATO allie…","{'NATO', 'Meteoro,'}","{'retweet_count': 67, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
37,1259382656233504769,2022-04-28 09:02:50+00:00,{'place_id': '173c2bb9d42baaa5'},da,"Senior Police officer arrested over Rambukkana killing..
#lka #news #srilanka https://t.co/TqGOjfWNYM","{'lka', 'news', 'srilanka'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
38,1420498158577242116,2022-04-28 09:02:49+00:00,,de,#News #Blaulicht LPI-SHL: Von Straße abgekommen - https://t.co/jLJybQbnjD https://t.co/fmITWUwC01,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
39,1253118475385651200,2022-04-28 09:02:49+00:00,,pt,"🇺🇦Forças ucranianas estão usando ônibus escolares para se locomover
#Russian #UkraineRussiaWar #Ukraine #NATO https://t.co/pxq2KVrbCd","{'NATO', 'Russian', 'UkraineRussiaWar', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
40,2781328379,2022-04-28 09:02:49+00:00,,en,"RT @HannaLiubakova: #Russia is going to introduce its currency in the Kherson region in May. This was stated by the ""deputy chairman of the…",{'Russia'},"{'retweet_count': 86, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
41,1516404366047166471,2022-04-28 09:02:48+00:00,,en,"@sarahrainsford It was ""acceptable"" in 1999 though when #nato illegally bombed Yugoslavia",{'nato'},"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
42,1357615215416860672,2022-04-28 09:02:48+00:00,,en,"RT @HablaNews: #Russia's Final Warning: We will immediately respond with Weapons never seen by anyone...

Putin has threatened to destroy a…","{""Russia's""}","{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
43,1494571370705207296,2022-04-28 09:02:48+00:00,,ja,"【 #宮城ニュース 】
【速報】新型コロナ　444人感染確認　宮城 
#宮城 #ニュース #宮城のニュース #news
 https://t.co/xN1JSYpVFI","{'宮城', 'news', '宮城のニュース', 'ニュース', '宮城ニュース'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
44,1394639566963871745,2022-04-28 09:02:47+00:00,,tr,"Ermənistanın Gəncəni atəşə tutması nəticəsində yaralanan Gəncədə yaşayan #erməni #KarinaQriqoryan: 4 oktyabr 2020
#KarinaGrigoryan, an #Armenian living in Ganja, #wounded as #Armenia shelled Ganja: October 4, 2020
#Azerbaijan, #Ganja Photo: Ramil Yunus #PhotoStock #war #Gəncə https://t.co/2n1OXDS8C3","{'PhotoStock', 'wounded', 'Gəncə', 'war', 'Armenia', 'Armenian', 'KarinaGrigoryan,', 'KarinaQriqoryan:', 'Ganja', 'Azerbaijan,', 'erməni'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
45,712404924924092417,2022-04-28 09:02:47+00:00,,en,The Battle for Cannabis #Legalization Is On in #Honduras - https://t.co/NwwUPYh0F7 #CannabisExports #Laws #Marijuana #MarijuanaNews #News #NewsAboutMarijuana #SalvadorNasralla #SouthAmerican #World #WorldNews Cannabistical: of or concerning cannabis.,"{'World', 'NewsAboutMarijuana', 'SouthAmerican', 'News', 'Marijuana', 'WorldNews', 'SalvadorNasralla', 'Laws', 'CannabisExports', 'Legalization', 'Honduras', 'MarijuanaNews'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
46,3378434457,2022-04-28 09:02:46+00:00,,en,"12/
the big problem. It isn't strategically important to #Russia and it would be by consent.
Western #Ukraine could be split by #Poland, #Hungary and #Romania. And this only by consent with Russia. I think we will see this approval going forward. You can call this #Chess 😁","{'Romania.', 'Hungary', 'Russia', 'Poland,', 'Chess', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
47,273507256,2022-04-28 09:02:46+00:00,,en,"Finland and Sweden will be “welcomed with open arms” if they apply for NATO membership - Jens Stoltenberg

What #NATO
want to destroy whole World Peace by Provoking Russia. In these instance Time when #RussiaUkraineWar is going on due to this. https://t.co/vD8HrAdBjh","{'NATO', 'RussiaUkraineWar'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
48,1494571370705207296,2022-04-28 09:02:46+00:00,,ja,"【 #宮城ニュース 】
【速報】新たなオミクロン株 仙台で確認　国内で初「XE系統」と別 
#宮城 #ニュース #宮城のニュース #news
 https://t.co/lZTM6e3Yp5","{'宮城', 'news', '宮城のニュース', 'ニュース', '宮城ニュース'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
49,48298579,2022-04-28 09:02:46+00:00,,en,"@nexta_tv Let's just take a moment to comprehend that...
Year - 2022. 
Location - #Russia, #Belgorod.
I think in the last couple of months directors like Quentin Tarantino gathered a lot of material for movies of the next decades.","{'Russia,', 'Belgorod.'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
50,3064205201,2022-04-28 09:02:45+00:00,,en,Russia deploys dolphins. #russia #ukraine https://t.co/8S211wuhNF,"{'ukraine', 'russia'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
51,743186344671907846,2022-04-28 09:02:45+00:00,,en,"RT @HannaLiubakova: Igor Volobuev, vice president of state-owned Gazprombank, said he has fled #Russia to fight alongside Ukrainian forces.…",{'Russia'},"{'retweet_count': 1504, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
52,3378434457,2022-04-28 09:02:45+00:00,,en,"9/
Romania by consent. Well, as we see already cracks in the #EU, I see more and more indications, that several eastern European states are willing, to resolve their territorial issues with its neighbors. I think, we see several attempts, by #Russia, to accelerate such steps,","{'Russia,', 'EU,'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
53,3170249476,2022-04-28 09:02:44+00:00,,de,"„Glaubwürdige Informationen“: Berichte über #Exekution kapitulierender #Ukrainer https://t.co/a8dUgZsaus
#UkraineWar","{'Exekution', 'UkraineWar', 'Ukrainer'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
54,1420498158577242116,2022-04-28 09:02:44+00:00,,de,#News #Blaulicht POL-IZ: 220428.3 Itzehoe: Diebstahl auf dem Schulhof - Zeugen gesucht! - https://t.co/z7Up4txU0k https://t.co/Sj8W3FmIvf,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
55,958958707840311303,2022-04-28 09:02:44+00:00,,en,"Roberta #METSOLA, EP President welcomes Jens #STOLTENBERG, Secretary General of #NATO

https://t.co/djCwfrGoAV via @EC_AVService","{'METSOLA,', 'STOLTENBERG,', 'NATO'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
56,3378434457,2022-04-28 09:02:43+00:00,,en,"6/
forces. This only would benefit #Russia, since those forces wouldn't need to be fought in an urban area. Before the war, Russia did deliver shitloads of equipment to #Transnistria and from the beginning of the war they practice defensive actions. This is well planned and","{'Russia,', 'Transnistria'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
57,431759090,2022-04-28 09:02:43+00:00,,it,"@SkyTG24 Guerra in #ucraina: ""#usa usa #zelensky come arma contro #russia"". Peccato che il cocainomane sia un complice e non una vittima come il suo popolo.","{'zelensky', 'ucraina:', 'russia"".'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
58,3378434457,2022-04-28 09:02:43+00:00,,en,"5/
Again highly unlikely. #Ukraine would expose its forces in an open field, which they would need to withdraw from the #Odessa region for instance (or other places). Those forces can be very easily annihilated, as soon as they appear in an open field or open attack on #Russia|n","{'Odessa', 'Russia|n', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
59,2969637076,2022-04-28 09:02:42+00:00,,en,"RT @NATOpress: [LIVE] 🎥 Watch #NATO Secretary General @jensstoltenberg's press point with @EP_President Roberta Metsola.

@Europarl_EN http…",{'NATO'},"{'retweet_count': 26, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
60,963062097218121730,2022-04-28 09:02:42+00:00,,en,"@ILRUSSO1 😄 🤣 😂 😆 😄 🤣 😂 😆 😄 
Mostly are women in Twitter 
Their men are dead in the street of #Donetsk #Donbass","{'Donetsk', 'Donbass'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
61,3378434457,2022-04-28 09:02:42+00:00,,en,"4/
leadership. Highly unlikely, how the #British would say. #Romania would offer #Russia an extension of its #BlackSea coast down to #Bulgaria. If they participate in an attack on Russian forces, there is not Article 5 help from #NATO, if Russia fully blows back.","{'BlackSea', 'Bulgaria.', 'British', 'NATO,', 'Romania', 'Russia'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
62,3378434457,2022-04-28 09:02:41+00:00,,en,"3/
or #Russia|n forces stationed in #Transnistria. #Moldavia is fully dependent on Russia in most spheres. Would be suicide by cop, even worse then what #Europe is doing currently. Not to speak about the military retaliations against it. Here most likely directly against the","{'Moldavia', 'Transnistria.', 'Europe', 'Russia|n'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
63,3378434457,2022-04-28 09:02:40+00:00,,en,"1/
Since there are still some news regarding #Transnistria, I wanted to share some thoughts about that topic.
First of all, I want to highlight, that I absolutely believe, that there is no bigger problem for #Russia brewing over there. See here:
https://t.co/T6McIQArNj","{'Russia', 'Transnistria,'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
64,860044806101360640,2022-04-28 09:02:40+00:00,,en,"Gosloto 5/36 results: 21,18,24,7,9,4 #gosloto #russia #5x36 Analysis and Stats https://t.co/4h4uSMfLSt","{'5x36', 'gosloto', 'russia'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
65,1193649187834871808,2022-04-28 09:02:40+00:00,,en,"RT @kajakallas: Spoke with @jimsciutto @CNN today.

#Ukraine must win this war, otherwise the atrocities will continue. If the aggressor is…",{'Ukraine'},"{'retweet_count': 893, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
66,743393498922102784,2022-04-28 09:02:39+00:00,,en,"RT @davidalapatt: Zelenskiy visited children who lost their parents during the fighting in Mariupol
#Ukraine #Russia #Russians #RussianWarC…","{'Russians', 'RussianWarC…', 'Russia', 'Ukraine'}","{'retweet_count': 95, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
67,291628644,2022-04-28 09:02:38+00:00,,en,"RT @dpatrikarakos: “What has shocked me is the callousness of #Russia soldiers to their own men.”

He shows me a photo taken from a drone o…",{'Russia'},"{'retweet_count': 795, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
68,1545347820,2022-04-28 09:02:38+00:00,,und,#ARW #NEWS,"{'NEWS', 'ARW'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
69,2969637076,2022-04-28 09:02:38+00:00,,en,"RT @JFC_Naples: Poland 🇵🇱 is part of new #NATO battlegroups.

These Polish soldiers are deployed to Romania 🇷🇴 as part of the NATO Response…",{'NATO'},"{'retweet_count': 67, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
70,1501243211821555713,2022-04-28 09:02:38+00:00,,pl,"RT @tvp_info: Dzięki decyzji o zalaniu okolicy miejscowość nie znalazła się na linii frontu
#wieszwięcej #Kiev #Ukraina #Rosja 🇺🇦🇷🇺 
https:…","{'Kiev', 'wieszwięcej', 'Rosja', 'Ukraina'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
71,1420498158577242116,2022-04-28 09:02:38+00:00,,de,#News #Blaulicht POL-MI: Autofahrerin gerät in Graben - https://t.co/qP2r2yNCE1 https://t.co/sdAYyrQl8O,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
72,50696252,2022-04-28 09:02:37+00:00,,en,"Now, that wealth is in the crosshairs of the #West. #Russia's invasion of #Ukraine, which is believed to have killed thousands of civilians, has triggered economic #sanctions that target him, his associates and now his adult children.
#war #WarInEurope #UkraineWar #Putin https://t.co/esOKTDXE1Q","{'war', 'sanctions', 'West.', 'WarInEurope', ""Russia's"", 'Ukraine,', 'UkraineWar', 'Putin'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
73,925332900,2022-04-28 09:02:37+00:00,,en,"If you thought import of #oilandgas feeding the war is a problem think again. 
Since invasion of #Ukrane,  #Albania's Import of #Weat from #Russia has doubled with paying double the price.
Albania is a #NATO country of course. 
***
https://t.co/pHE7IzEobD","{'Weat', ""Albania's"", 'NATO', 'oilandgas', 'Russia', 'Ukrane,'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
74,276943235,2022-04-28 09:02:37+00:00,,und,@richimedhurst #NATO #USA #puppets #muppets #warmongers #Scumbags #Germany #France #Spain #Italy #uk #facebook #instagram #twitter #YouTube #video #WhatsApp #TicTok https://t.co/fHxA7Cp2bO,"{'WhatsApp', 'video', 'France', 'uk', 'YouTube', 'Italy', 'NATO', 'USA', 'warmongers', 'facebook', 'puppets', 'TicTok', 'Scumbags', 'Spain', 'muppets', 'twitter', 'Germany', 'instagram'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
75,182506310,2022-04-28 09:02:37+00:00,,en,"RT @sahagunfelipe: Despite #Russia’s failure to break down #Ukraine’s defences, heavy casualties and a series of military defeats, the Krem…","{'Russia’s', 'Ukraine’s'}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
