ID,Username,Time,Geo,Language,Text,Hashtags,Public_metrics
12,1012874467,2022-04-28 09:18:56+00:00,,es,"RT @TronAleks: 📡El ejército de la República Popular de Donetsk, aliados de #Rusia, destruyó posiciones fortificadas, vehículos blindados y…","{'Rusia,'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
13,33183740,2022-04-28 09:18:56+00:00,,en,"RT @davidalapatt: Zelenskiy visited children who lost their parents during the fighting in Mariupol
#Ukraine #Russia #Russians #RussianWarC…","{'Russians', 'RussianWarC…', 'Russia', 'Ukraine'}","{'retweet_count': 121, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
14,1448134672903409677,2022-04-28 09:18:56+00:00,,en,"Interception of #Russian conversations, Part 175 ""You will leave here dead or wounded!"" (English Translation)

#news #Ukraine #UkraineWar #Interceptedcall #SBU #SSU #Stoprussia #Stopputin #StopputinNow #SlavaUkraini #russiaWar #russia #StoprussiaNow

https://t.co/oOBGqKLtlS","{'SSU', 'Russian', 'StopputinNow', 'russiaWar', 'SBU', 'Interceptedcall', 'Stoprussia', 'StoprussiaNow', 'news', 'SlavaUkraini', 'Stopputin', 'UkraineWar', 'russia', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
15,1282069813511290880,2022-04-28 09:18:54+00:00,,en,ADA [Cardano] could bounce to $0.9 in the next few days only if… https://t.co/12t1rrELag #altcoins #analysis #hidecryptopanic #news #social #tradingview,"{'tradingview', 'hidecryptopanic', 'altcoins', 'news', 'analysis', 'social'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
16,45840503,2022-04-28 09:18:54+00:00,,en,Putin to ‘lay the groundwork for an announcement to cover his failure’ and admit Ukraine is a war https://t.co/tuFO2jVP49 #Putin #Ukraine #Russia #Kremlin,"{'Kremlin', 'Russia', 'Putin', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
17,986230825107812352,2022-04-28 09:18:53+00:00,,en,@Codisto Rolls out Support for New Multi-Storefront Feature from BigCommerce https://t.co/DWl895bEqT #salestech #news #sales #technology #tech #B2Bsales,"{'sales', 'salestech', 'B2Bsales', 'news', 'tech', 'technology'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
18,1050804894133874689,2022-04-28 09:18:53+00:00,,en,"UN Secretary-General Antonio Guterres visits Ukraine and advocates for a Russian oil embargo
#UN #UnitedNations #UNSecurityGeneral #AntonioGuterres #UkraineWar #NATO #NATOwave 
https://t.co/h6ucBLIGrt","{'UNSecurityGeneral', 'UkraineWar', 'NATO', 'UnitedNations', 'AntonioGuterres', 'UN', 'NATOwave'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
19,1350860744737378306,2022-04-28 09:18:53+00:00,,en,RT @KyivPost: UN Secretary-General #AntonioGuterres on Thursday described war as “evil” and absurd during a visit to Borodianka outside #Ky…,"{'Ky…', 'AntonioGuterres'}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
20,1454393690177298434,2022-04-28 09:18:52+00:00,,en,"RT @cop_american: ❗️#Moscow is on fire

Now a medical center(RA controlled) under construction is on🔥Also at night, 💣 were heard on #Kustan…",{'Kustan…'},"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
21,973106309712228352,2022-04-28 09:18:52+00:00,,it,La nuova partnership tra Despar Centro-Sud e Yolo per la vendita di polizze assicurative digitali https://t.co/3ZcHdbQPTN #greenretailnews #retail #News https://t.co/4f9qmpW6va,"{'greenretailnews', 'retail', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
22,108672752,2022-04-28 09:18:52+00:00,,it,"@lerribaldo Mi faccia capire quindi il pericolo di una #terzaguerramondiale quando i russi in 60 giorni non riescono nemmeno a prendere il #Donbass.

Così magari ci spiega.","{'Donbass.', 'terzaguerramondiale'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
23,455320421,2022-04-28 09:18:52+00:00,,it,La nuova partnership tra Despar Centro-Sud e Yolo per la vendita di polizze assicurative digitali https://t.co/ABYjsKd8SJ #greenretailnews #retail #News https://t.co/9DydL8RGpb,"{'greenretailnews', 'retail', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
24,145348458,2022-04-28 09:18:50+00:00,,en,RT @lesiavasylenko: All you need to know about@#Russia and #Ukraine https://t.co/cBkc5FRViI,{'Ukraine'},"{'retweet_count': 2152, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
25,1001971634,2022-04-28 09:18:49+00:00,,en,"RT @criticalthreats: #Russia is staging false-flag attacks in #Transnistria, Moldova, likely setting conditions for further actions on that…","{'Russia', 'Transnistria,'}","{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
26,967490753109856258,2022-04-28 09:18:49+00:00,,it,"RT @Bart24196701: In #Russia c'è la dittatura
In #Italia siamo in democrazia
#Draghistan https://t.co/PKSGQQAO3x","{'Italia', 'Russia', 'Draghistan'}","{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
27,20385337,2022-04-28 09:18:48+00:00,,en,"RT @TCENTRAL_FR: 🔴📽️#Vidéo #Forex Daily
️️
#USDJPY #MarketNews:
Rate unchanged
BoJ: -0.10%

$USDJPY #TechnicalAnalysis:
#JPY weak
The pair…","{'USDJPY', 'TechnicalAnalysis:', 'JPY', 'MarketNews:', 'Forex'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
28,168766524,2022-04-28 09:18:48+00:00,,it,"#lariachetirala7 e' tornata la kapo' dominatrix acqua e sapone (ma datte na pettinata) 
#Nadanafridrikhson a dirci che non è  stata #Russia a aggredire #Ucraina ma il contrario, i russi poverini hanno dovuto radere al suolo #Mariupol perche #Zelensky la voleva bombardare... (?!?)","{'Zelensky', 'Mariupol', 'Nadanafridrikhson', 'Ucraina', 'Russia', 'lariachetirala7'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
29,257401994,2022-04-28 09:18:48+00:00,,fr,RT @LexingBelgium: #news Comment limiter les risques d’un compromis de vente conclu avec condition suspensive de l’obtention d’un permis ?…,{'news'},"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
30,1404827722849923074,2022-04-28 09:18:48+00:00,,en,"RT @FreakyDiary1: Royal blood
#yargı.
#ValentinesDay2022 
#daterush 
#BoltUp.
#boltcoiner 
#bigstage2022 
#AttackonTitanFinalSeason 
#Russi…","{'ValentinesDay2022', 'BoltUp.', 'daterush', 'Russi…', 'boltcoiner', 'AttackonTitanFinalSeason', 'bigstage2022', 'yargı.'}","{'retweet_count': 14, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
31,1234937723569528838,2022-04-28 09:18:48+00:00,,en,"- migration outputs (laws&amp;policies) of #Russia &amp; #Turkey, but we also compared them through investigation of migration outcomes (what actually happens on ground)—reading, seeing &amp; understanding them through daily experiences of migrants &amp; other actors involved in × migr-n arenas https://t.co/J1aS949Gea","{'Russia', 'Turkey,'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
32,1518558748003946498,2022-04-28 09:18:48+00:00,,en,RT @AlexA65923319: ❗️⚡️⚡️⚡️These children of #Donbass have been asking for peace for 8 years ! 2014- 2022... Why did no one hear them excep…,{'Donbass'},"{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
33,1372878385,2022-04-28 09:18:48+00:00,,en,RT @islamicworldupd: #Chechen forces keep advancing in #Popsnaya area #Donbass https://t.co/PLszX7UIJv,"{'Donbass', 'Chechen', 'Popsnaya'}","{'retweet_count': 48, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
34,434123289,2022-04-28 09:18:48+00:00,,it,RT @fdragoni: Tutti i bonifici sono fatti in euro o in dollari. Ma verso Mosca. Non verso Lussemburgo. Quando la valuta arriva in #Russia v…,{'Russia'},"{'retweet_count': 59, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
35,1502621522653032452,2022-04-28 09:18:47+00:00,,fi,"@johanbek Päivän luvut. Oliko Pietarin sumpoosiumissa kommentteja asiasta ? Venäjä on ilmoittanut kansalaisilleen sotivansa #Natoa vastaa, mutta #Nato ei tietääkseni ole edes saapunut paikalle. https://t.co/2rWb2eWmfG","{'Natoa', 'Nato'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
36,1395097849474465795,2022-04-28 09:18:46+00:00,,it,@michele_geraci Perchè gli #USA vogliono il controllo sulla #Russia ed ha bisogno dell'#UE per la sottomissione della Russia. Africa e Medioriente non sono viste come vere minacce dagli USA.,"{'Russia', 'USA'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
37,142324679,2022-04-28 09:18:46+00:00,,en,"With pan-island strike, TU gives ultimatum to SL govt to quit https://t.co/GElcHFLxWV #NEWS #InternationalNews #NewsFeed #Breakingnews #BERITATERKINI #NEWSUPDATE","{'NEWS', 'BERITATERKINI', 'InternationalNews', 'NEWSUPDATE', 'NewsFeed', 'Breakingnews'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
38,231097316,2022-04-28 09:18:45+00:00,,en,"Interview mit Ex-General #Breedlove 
Q: But we’re not at war with #Russia…
A: I think we are in a #ProxyWar with Russia. We are using the #Ukrainian as our proxy forces.

Q: Can a proxy war stay a proxy war?
A: I assume that that’s our current plan…   https://t.co/D7arBniJ8q","{'Breedlove', 'Ukrainian', 'Russia…', 'ProxyWar'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
39,367084494,2022-04-28 09:18:45+00:00,,en,RT @lesiavasylenko: All you need to know about@#Russia and #Ukraine https://t.co/cBkc5FRViI,{'Ukraine'},"{'retweet_count': 2152, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
40,1518867826358067201,2022-04-28 09:18:44+00:00,,it,"Televisione di stato #russa, gli esperti più famosi della Russia hanno discusso della necessità di disarmare la #NATO e di come in effetti una guerra #nucleare non sarebbe grave, aggiungendo: ""andremo in paradiso mentre loro gracchieranno.""
#Putin #Ucraina️ #GuerraRussiaUcrania https://t.co/mSKpBbrJHH","{'russa,', 'NATO', 'nucleare', 'Putin', 'Ucraina️', 'GuerraRussiaUcrania'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
41,1001971634,2022-04-28 09:18:44+00:00,,en,RT @criticalthreats: The #Ukrainian General Staff reported that #Russian forces continued to shell the entire frontline in #Donetsk and #Lu…,"{'Donetsk', 'Lu…', 'Russian', 'Ukrainian'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
42,1445056647542542351,2022-04-28 09:18:43+00:00,,en,"RT @Whoknowswho666: Get  best photoshop editing service now
click the link below.
https://t.co/W4igkjU0QG

#MCIRMA #LIVVIL #EdBallsDay 
#Ve…","{'MCIRMA', 'EdBallsDay', 'Ve…', 'LIVVIL'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
43,2902443522,2022-04-28 09:18:43+00:00,,und,#georgia #georgiatoday #news #Russia #trade #relations https://t.co/GeiEKKKVji,"{'georgiatoday', 'relations', 'trade', 'Russia', 'news', 'georgia'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
44,20385337,2022-04-28 09:18:42+00:00,,en,"RT @ACY_Securities: #AUDJPY Trend Reversal At 94.31 Weekly Resistance

@duncancooperfx summarizes this week’s #news releases and a complete…","{'news', 'AUDJPY'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
45,788057632535896064,2022-04-28 09:18:42+00:00,,en,"RT @irishmissionun: 🚨#Russia has not merely ignored international humanitarian law but tossed it aside.

Evidence of atrocity crimes in #Uk…",{'Uk…'},"{'retweet_count': 261, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
46,76121550,2022-04-28 09:18:42+00:00,,en,"Fighting discrimination in mortgage lending

https://t.co/qel3xYtt6J 

#news #tech #AI #machinelearning #freedom #rights #usa #america #economty #business #MIT","{'economty', 'freedom', 'america', 'rights', 'usa', 'news', 'tech', 'business', 'AI', 'MIT', 'machinelearning'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
47,1454393690177298434,2022-04-28 09:18:42+00:00,,en,"RT @middleeasttime: ⚡️ Moscow

Today, several explosions were heard in Kustanaiskaya Street, #Moscow 

Reportedly 7 cars burnt down in the…",{'Moscow'},"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
48,1518916300080402432,2022-04-28 09:18:41+00:00,,und,"https://t.co/VHMF7j3NNu
#PUTIN  #UkraineRussiaWar #Warzone  #NATO #Russian #nuclearwar","{'Russian', 'Warzone', 'NATO', 'UkraineRussiaWar', 'nuclearwar', 'PUTIN'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
49,1257528772900687875,2022-04-28 09:18:40+00:00,,en,The World Tourism Organization confirmed here on Wednesday that #Russia had announced its intention to withdraw from the organization. https://t.co/ZNXguWr605,{'Russia'},"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
50,1445056647542542351,2022-04-28 09:18:40+00:00,,en,"RT @Whoknowswho666: Get  best photoshop editing service now
click the link below.
https://t.co/W4igkjU0QG

#MCIRMA #LIVVIL #EdBallsDay 
#Ve…","{'MCIRMA', 'EdBallsDay', 'Ve…', 'LIVVIL'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
51,60819948,2022-04-28 09:18:38+00:00,,it,"Pandemia
Fame
Freddo
Carestia
Ecco cosa vogliono:
Consiglio dei Ministri #palazzochigi
UE #UE #EU
NATO  #NATO 
ONU #ONU #UN
WHO  #WHO #OMS","{'palazzochigi', 'NATO', 'WHO', 'UE', 'ONU', 'EU', 'OMS', 'UN'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
52,1156173756,2022-04-28 09:18:38+00:00,,en,"RT @Tendar: Popasna must surely be the largest city in the world because Pro-Putin peeps report ""steady progress"" since 2 months. #Popasna…",{'Popasna…'},"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
53,1334017178,2022-04-28 09:18:38+00:00,,en,DHS Secretary defends border insurance policies beneath intense grilling from GOP lawmakers https://t.co/EAQjR021JH #news #worldnews #auto #entertainment #business #health #indiaNews #politics #sports #tech #news #elections,"{'auto', 'elections', 'sports', 'entertainment', 'health', 'news', 'tech', 'business', 'indiaNews', 'worldnews', 'politics'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
54,986230825107812352,2022-04-28 09:18:38+00:00,,en,@Codisto Rolls out Support for New Multi-Storefront Feature from BigCommerce https://t.co/JzFRq83IzN #salestech #news #sales #technology #tech #B2Bsales,"{'sales', 'salestech', 'B2Bsales', 'news', 'tech', 'technology'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
55,1445056647542542351,2022-04-28 09:18:38+00:00,,en,"RT @Whoknowswho666: Get  best photoshop editing service now
click the link below.
https://t.co/W4igkjU0QG

#MCIRMA #LIVVIL #EdBallsDay 
#Ve…","{'MCIRMA', 'EdBallsDay', 'Ve…', 'LIVVIL'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
56,94517039,2022-04-28 09:18:37+00:00,,fr,"RT @France24_fr: Le secrétaire général de l'#ONU, Antonio #Guterres est arrivé ce jeudi à #Borodianka, une des localités de la banlieue de…","{'Borodianka,', 'Guterres'}","{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
57,20385337,2022-04-28 09:18:36+00:00,,en,"RT @stratorob: Why I’m still not taking #crypto seriously

https://t.co/XiTBLtfxCJ

@pamsriver @CryptoLadyir @Cryptorsl @poojasareen90 @Cry…",{'crypto'},"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
58,1452730505787551750,2022-04-28 09:18:36+00:00,,en,Ukraine: German MPs approve heavy weapons deliveries — live updates - #ukraine #weapons #news #kyiv https://t.co/YGUeXrY1ZO,"{'kyiv', 'weapons', 'news', 'ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
59,1404827722849923074,2022-04-28 09:18:36+00:00,,und,"RT @FreakyDiary1: #ValentinesDay2022 
#daterush #ihanet.
#bigstage2022 
#BoltUp 
#bolts.
#yargı 
#ASUUstrike 
#TindlerSwindler.
#Russia 
#U…","{'ValentinesDay2022', 'daterush', 'ihanet.', 'TindlerSwindler.', 'U…', 'yargı', 'Russia', 'bigstage2022', 'ASUUstrike', 'bolts.', 'BoltUp'}","{'retweet_count': 44, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
60,1452730505787551750,2022-04-28 09:18:35+00:00,,en,"Wang Wenbin asked if NATO has already messed up Europe, should it still mess up the Asia-Pacific and mess up the world? - #biloxi_mississippi #asia-pacific #wang_wenbin #messed_up #brussels #belarus #belgium #europe #grodno #world #mess #nato #wang https://t.co/jILOFW1Udz","{'messed_up', 'grodno', 'world', 'belgium', 'wang_wenbin', 'wang', 'brussels', 'asia-pacific', 'nato', 'biloxi_mississippi', 'belarus', 'europe', 'mess'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
61,1445056647542542351,2022-04-28 09:18:34+00:00,,en,"RT @Whoknowswho666: Get  best photoshop editing service now
click the link below.
https://t.co/W4igkjU0QG

#MCIRMA #LIVVIL #EdBallsDay 
#Ve…","{'MCIRMA', 'EdBallsDay', 'Ve…', 'LIVVIL'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
62,20385337,2022-04-28 09:18:34+00:00,,en,"RT @EconomySquare: 📈 AUD/USD Unlocks 11-Week Low; Dives Below 0.7100 📉

By @CraftyFin

https://t.co/xdcgESHES5

#forex #StockMarket #invest…","{'forex', 'StockMarket', 'invest…'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
63,526274556,2022-04-28 09:18:34+00:00,,en,RT @Ukraine66251776: A Ukrainian Nazi reveals the regime plan on Tv 2015 - says #Donbass is overly populated with people nobody has any use…,{'Donbass'},"{'retweet_count': 34, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
64,805030253341065216,2022-04-28 09:18:34+00:00,,it,"La liberta è partecipazione.
#terzaguerramondiale #Ucraina #leiene #Travaglio #Copasir #rubli #Kherson #Gazprom #SamanthaCristoforetti #MaurizioCostanzoShow #Draghi #vonderLeyen #Russia #Putin #PNRR #28aprile #Piazzapulita #VentagliDiParole #M5S https://t.co/7PrsNxKfgD","{'Ucraina', 'Gazprom', 'SamanthaCristoforetti', 'Russia', 'Piazzapulita', 'Travaglio', 'M5S', '28aprile', 'leiene', 'Putin', 'Kherson', 'vonderLeyen', 'PNRR', 'VentagliDiParole', 'terzaguerramondiale', 'MaurizioCostanzoShow', 'Draghi', 'rubli', 'Copasir'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
65,1452730505787551750,2022-04-28 09:18:33+00:00,,en,"Holding a press conference on 'Quds, the heart of the Islamic world' in Moscow - #islamic_world #islamic #moscow #russia #world https://t.co/uUMkRh9T6E","{'world', 'islamic_world', 'moscow', 'islamic', 'russia'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
66,1496937464753278985,2022-04-28 09:18:33+00:00,,en,"RT @5thSu: Meanwhile in #Ukraine 
#Russian speaking citizens get beating by the #Ukrainian nazi vigilantes 
#Russia 
https://t.co/y0JIup6pMx","{'Russia', 'Russian', 'Ukrainian', 'Ukraine'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
67,389950297,2022-04-28 09:18:33+00:00,,en,"RT @SpainNATO: 🇪🇸 ESPS #Meteoro, current flagship of #NATO @COM_SNMCMG2, &amp; 1️⃣3️⃣ other surface ships, takes part alongside 4️⃣ @NATO allie…","{'NATO', 'Meteoro,'}","{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
68,995669760938459136,2022-04-28 09:18:32+00:00,,en,"RT @ZOONewsTV: #German journalist #ThomasRöper says that the inhabitants of #Melitopol are asking 
Russian soldiers not to leave 
they are…","{'Melitopol', 'ThomasRöper', 'German'}","{'retweet_count': 20, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
69,1445056647542542351,2022-04-28 09:18:32+00:00,,en,"RT @Whoknowswho666: Get  best photoshop editing service now
click the link below.
https://t.co/W4igkjU0QG

#MCIRMA #LIVVIL #EdBallsDay 
#Ve…","{'MCIRMA', 'EdBallsDay', 'Ve…', 'LIVVIL'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
70,774556991259803648,2022-04-28 09:18:32+00:00,,fr,"#news Comment limiter les risques d’un compromis de vente conclu avec condition suspensive de l’obtention d’un permis ?

https://t.co/H5AkvA82Qa https://t.co/p8K888h1ec",{'news'},"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
71,1488862895790301195,2022-04-28 09:18:31+00:00,,en,RT @GhideonMusa: Russian Foreign Minister Sergey #Lavrov and Minister of Foreign Affairs of Eritrea Minister Saleh hold a joint press confe…,{'Lavrov'},"{'retweet_count': 79, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
72,1445056647542542351,2022-04-28 09:18:30+00:00,,en,"RT @Whoknowswho666: Get  best photoshop editing service now
click the link below.
https://t.co/W4igkjU0QG

#MCIRMA #LIVVIL #EdBallsDay 
#Ve…","{'MCIRMA', 'EdBallsDay', 'Ve…', 'LIVVIL'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
73,1168765575654453248,2022-04-28 09:18:30+00:00,,en,"CBS Evening News, April 26, 2022
https://t.co/7L32gjF617
#pakistannews #pakistan #news #lahore #islamabad #karachi #pakistani #imrankhan #urdunews #pti #geonews #arynews 
https://t.co/7L32gjF617","{'geonews', 'pakistannews', 'pti', 'imrankhan', 'pakistan', 'lahore', 'arynews', 'urdunews', 'news', 'islamabad', 'karachi', 'pakistani'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
74,304536823,2022-04-28 09:18:29+00:00,,en,"RT @strategywoman: 11:58 am in #Kyiv 

My working day now looks like this) 
Adore this Victory Girl. https://t.co/y05QXE3zbx",{'Kyiv'},"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
