ID,Username,Time,Geo,Language,Text,Hashtags,Public_metrics
14,43278940,2022-04-28 08:47:18+00:00,,de,"🩺 Krankmeldungen im Kreis Unna im ersten Quartal 2022 stark angestiegen 🔗 https://t.co/vQOY2cGZv4

Alle Nachrichten unter ➡️ https://t.co/kuG2JiTeob #Kamen #KamenWeb #KreisUnna #News","{'KamenWeb', 'KreisUnna', 'Kamen', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
15,270492072,2022-04-28 08:47:18+00:00,,en,"Elon Musk Calls Out Twitter Executive, Drawing Employee Backlash https://t.co/b29SbOkZbI via WSJ #news #WSJ","{'news', 'WSJ'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
16,1312765970243612676,2022-04-28 08:47:18+00:00,,it,"#UniExport Manager e Bper Banca annunciano il #PremioExportItalia 
#economia #economy #cronaca #news #tfnews #italia #export #import 
https://t.co/pMmmHp295l","{'import', 'economy', 'economia', 'PremioExportItalia', 'tfnews', 'cronaca', 'news', 'italia', 'export', 'UniExport'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
17,463037206,2022-04-28 08:47:17+00:00,,ru,"Скромность русского солдата. 

#russia  #UkraineRussiaWar #Ukraine #USA #usaukraine #rodnyansky #GordonTwitter #Belarus #Navalny #Rybar #zамир #pobedazanami #Germany #ZelenskyWarCriminal #Zelensky https://t.co/hkMkxoZJPz","{'Zelensky', 'Rybar', 'USA', 'pobedazanami', 'ZelenskyWarCriminal', 'zамир', 'usaukraine', 'UkraineRussiaWar', 'rodnyansky', 'GordonTwitter', 'Belarus', 'Navalny', 'Germany', 'russia', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
18,1422987337072578561,2022-04-28 08:47:17+00:00,,und,"Moguće da je riječ o neslanoj šali: Jučerašnji prijeteći mejlovi poslati sa iste IP adrese i lokacije 👀👉Saznaj više na 👉https://t.co/MSptT3AYzf👈 
#vijesti #cgvijesti #crnagora #zanimljivo #informacije #montenegro #info #zanimljivosti #vesti #novosti #news https://t.co/MzUSPi115A","{'novosti', 'vesti', 'montenegro', 'info', 'zanimljivosti', 'zanimljivo', 'crnagora', 'cgvijesti', 'news', 'vijesti', 'informacije'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
19,1066275282653536256,2022-04-28 08:47:16+00:00,,en,"RT @nexta_tv: In the last days, members of the ""Freedom of #Russia Legion"", a unit of #Russians fighting alongside #Ukraine, underwent tact…","{'Russians', 'Russia', 'Ukraine,'}","{'retweet_count': 538, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
20,260695909,2022-04-28 08:47:15+00:00,,fa,"وزیر امور خارجه بریتانیا گفته اعضای G7 باید همچون «یک ناتو اقتصادی» عمل کنند و همه اعضا آماده باشند تا درصورت هدف قرار گرفتن اقتصادهایشان توسط رژیمهای مهاجمی مانند روسیه و چین، از هم دفاع کنند و به چین هشدار داد که ممکن است همچون روسیه هدف قرار گیرد
#جنگ_اوکراین #UkraineWar","{'جنگ_اوکراین', 'UkraineWar'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
21,37642893,2022-04-28 08:47:15+00:00,,en,"RT @Potomaker: Until recently, many Russians saw Gorbachev as the destroyer of Russian might. Wrong! Meanwhile, Vladimir #Putin has surpass…",{'Putin'},"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
22,1343886352908079104,2022-04-28 08:47:14+00:00,,ja,"@_ 招待コードを会員登録時に入力すると

100円分のsnapsマネーがもらえます‼️

【招待コード】

　↓　↓　↓

ce105f780896ca9976b69de5344b1b59

#トレカ #交換 #買取 #BTS   #TWICE  #なにわ男子 #news #わーーーージャニオタさんと繋がるお時間がまいりましたいっぱい繋がりましょ #ソンムル企画 https://t.co/XvFFW8tB6x","{'TWICE', '交換', 'BTS', 'なにわ男子', 'news', 'ソンムル企画', 'わーーーージャニオタさんと繋がるお時間がまいりましたいっぱい繋がりましょ', '買取', 'トレカ'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
23,1460159240782462984,2022-04-28 08:47:13+00:00,,en,"#Ukraine #UkraineWar #russia #WWIII @NATO @POTUS @BorisJohnson

Just listen or watch the subtitles regarding the current war in Ukraine. https://t.co/VcyGBz6gkn","{'WWIII', 'UkraineWar', 'russia', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
24,1420498158577242116,2022-04-28 08:47:13+00:00,,de,#News #Blaulicht FW-M: Entlaufenes Kaninchen (Sendling) - https://t.co/48e90H4zm9 https://t.co/vQHd0l324J,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
25,1478025287245967365,2022-04-28 08:47:13+00:00,,de,RT @United_Radio: #News #Blaulicht POL-DA: Darmstadt: Mehrere Tausend Euro Schaden / 44-Jähriger durch Polizeistreifen festgenommen - https…,"{'Blaulicht', 'News'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
26,328473338,2022-04-28 08:47:13+00:00,,it,"RT @EmeiMarkus: #Travaglio sull'invio delle armi: ""Se gli inglesi e gli americani lo vogliono fare perché hanno sempre fatto così, come i R…",{'Travaglio'},"{'retweet_count': 41, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
27,1157390118782504960,2022-04-28 08:47:12+00:00,,hi,"गोरखपुर: सवा तीन घंटे के प्रश्नपत्र में 16 पेज भी नहीं भर पाए यूपी बोर्ड परीक्षार्थी...
#news #gorakhpur #education #upboard 

https://t.co/P69Uu5KYT8","{'upboard', 'gorakhpur', 'news', 'education'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
28,1388627928225878024,2022-04-28 08:47:12+00:00,,de,"RT @Corvus_corone2: Wer sagt Herrn #Steinmeier, dass die #Ukraine nicht zum #NATO-Bündnisgebiet gehört? https://t.co/twUlwvizNE","{'NATO-Bündnisgebiet', 'Steinmeier,', 'Ukraine'}","{'retweet_count': 46, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
29,1065440249742905346,2022-04-28 08:47:11+00:00,,en,"RT @Thatsenough0: #News: #Iraq continues fight against persistent ISIS threat, two soldiers killed https://t.co/kgjrPjT4LI","{'Iraq', 'News:'}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
30,1420498158577242116,2022-04-28 08:47:09+00:00,,de,"#News #Blaulicht POL-MA: Weinheim, Rhein-Neckar-Kreis: Rollerfahrer flüchtet vor Polizei und gefährdet Fußgänger - 15-Jähriger gestellt; Zeugen gesucht - https://t.co/U2MNkQzhyr https://t.co/6Q0PCDOP1I","{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
31,2687364470,2022-04-28 08:47:09+00:00,,en,RT @KyivPost: The local government in #Russia’s third-largest Siberian city of Krasnoyarsk passed a resolution on April 27 to expropriate g…,{'Russia’s'},"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
32,861497126282547200,2022-04-28 08:47:09+00:00,,ca,"Zcash: Edward Snowden tra i creatori della crypto
https://t.co/yXMpAUjkeo

#apple #android #microsoft #news","{'apple', 'android', 'news', 'microsoft'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
33,3075064532,2022-04-28 08:47:08+00:00,,si,RT @wayambatimes: නිට්ටඹුව දැන් තත්වය #protest #ProtestLK #news https://t.co/2PyV1G3ZNh,"{'ProtestLK', 'news', 'protest'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
34,2575087562,2022-04-28 08:47:04+00:00,,de,RT @ReinischDieter: #Türkei: Inhaftierte Aktivisten im #Hungerstreik. Solidaritätsaktionen in mehreren Ländern. Einer der Organisatoren der…,"{'Hungerstreik.', 'Türkei:'}","{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
35,1023849081280634880,2022-04-28 08:47:04+00:00,,fr,Nouvel article : Je suis abonné au PS Plus et au PS Now : que se passe-t-il avec le nouveau PlayStation Plus ? https://t.co/enqJRUcb6y via @numerama #tech #news https://t.co/wjXbSNivII,"{'tech', 'news'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
36,1420498158577242116,2022-04-28 08:47:04+00:00,,de,#News #Blaulicht POL-SE: Haselau - Entsorgung von asbesthaltigen Wellzementplatten - Polizei sucht Zeugen - https://t.co/NMlgOSS8by https://t.co/6f5rKC8PM0,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
37,311889009,2022-04-28 08:47:03+00:00,,en,"RT @halyapuff: #Russia invades #Crimea and sentences #Ukraine academic to almost 20 years for ‘treason’
#FreeShtyblikov #FreeDudka #LetMyPe…","{'FreeShtyblikov', 'Crimea', 'LetMyPe…', 'Ukraine', 'Russia', 'FreeDudka'}","{'retweet_count': 47, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
38,859288525,2022-04-28 08:47:03+00:00,,ur,بہت افسوسناک ھے سیاستدان ایک دوسرےکے خلاف جوگالم گلوچ کررھے ھیں بعض لوگ پاک فوج کوبھی نشانہ بناتےھوئے نفرت پھیلارھے ھیں جودرست نہیں ھےاس سےپاکستان کادشمن خوش ھورھا ھو گا حب الوطنی اورعقلمندی کا تقاضا ھے کہ ھر وہ کام جس سے پاکستان کمزور ھو اس سے اجتناب ضروری ھے- #Pakistan # #ARMY https://t.co/uThtOn7WL7,"{'', 'ARMY', 'Pakistan'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
39,1492668398978883585,2022-04-28 08:47:02+00:00,,und,"#Srilankan #SriLankans 
#SriLanka #news
#SriLankaProtests #GoHomeGota #FreeSriLanka #SriLankaEconomicCrisis #SriLankaCrisis #GoHomeRajapaksas #OccupyGalleFace #OpSriLanka #Anonymous https://t.co/3M79glpaOc","{'Srilankan', 'GoHomeRajapaksas', 'FreeSriLanka', 'OpSriLanka', 'SriLanka', 'OccupyGalleFace', 'SriLankaCrisis', 'Anonymous', 'GoHomeGota', 'news', 'SriLankans', 'SriLankaEconomicCrisis', 'SriLankaProtests'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
40,1428627936379383808,2022-04-28 08:47:02+00:00,,pl,"#Ukraina #wojna #wojnanaukrainie #wojnawukrainie #Mariupol #Kijów #Moskwa #Donieck #Bucza #Kijów #Odessa Dwa przyleciały, i oba zostały zestrzelone! Rosyjska obrona przeciwlotnicza zniszczyła dwa drony-kamikadze WARMATE, polskiej produkcji, którymi Ukraińcy próbowali... https://t.co/YmrID0TDVk","{'Mariupol', 'Odessa', 'wojnanaukrainie', 'wojnawukrainie', 'Kijów', 'wojna', 'Moskwa', 'Bucza', 'Donieck', 'Ukraina'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
41,1265070105244958727,2022-04-28 08:47:01+00:00,,und,"#UkraineWar #Ukraine  #Ukraina  #russia #StopRussia #PutinHitler #russianWarCrimes #NATO 
#ClosetheSkyoverUkraine @JoeBiden @BorisJohnson @Bundeskanzler @OlafScholz @EmmanuelMacron https://t.co/5ISzHSOuMB","{'russianWarCrimes', 'PutinHitler', 'NATO', 'StopRussia', 'ClosetheSkyoverUkraine', 'Ukraina', 'UkraineWar', 'russia', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
42,710078757831364612,2022-04-28 08:47:01+00:00,,pl,"Podpisy złożyli:
Prorektor ds Studenckich dr hab. @MarcinLis prof. @Akademia_WSB, Michał Tochowicz - prezes Moto-Profil, dr inż. Karol Jędrasiak – prezes @VRTech1 , prezes #KSSE @Janusz_Michalek 
Gość specjalny uroczystości -prof. Piotr Gawliczek – dyrektor #NATO DEEP eAcademy! https://t.co/W4dP4fl9wC","{'NATO', 'KSSE'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
43,741195637090291712,2022-04-28 08:47:00+00:00,,en,"RT @islamicworldupd: #LPR troops entered the city of Rubizhnoye
#Russian troops storm the city of Gulyaipolea and shelling all the front li…","{'LPR', 'Russian'}","{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
44,3744410114,2022-04-28 08:46:58+00:00,,ja,"RT @TOWER_Hikarigao: 💜慶ちゃんお誕生日 Twitter企画💜

当店へご来店が難しい方もご参加可能◎
Twitterから #小山慶一郎 くんのお祝いメッセージ
　　🙌大大大募集中🙌

詳細は引用したツイートご覧ください！
［#タワヒカ企画_38thHBD］…",{'小山慶一郎'},"{'retweet_count': 33, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
45,34492262,2022-04-28 08:46:58+00:00,,en,"[ Russia ]
.
Gubernatorial elections for September 2022
.
In March 2022 -

The Kremlin was considering allowing Council of Legislators,
to elect governor of regions bypassing votes of citizens
.
#Politics, #News, #World, #Russia, #Putin, #Ukraine","{'News,', 'Russia,', 'World,', 'Politics,', 'Putin,', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
46,2378324935,2022-04-28 08:46:58+00:00,,en,"RT @lorenzo_tondo: The 1st body arrived in lateFeb.The next day,2 more.Early in Apr,when mass graves were uncovered every morgue in #Kyiv w…",{'Kyiv'},"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
47,3377219128,2022-04-28 08:46:57+00:00,,en,"RT @NewPreparedness: #Fresh #survival #cooking #news and #ethics for #preppers by RoseRed Homestead -- That ""Woman with a Gadget"" | #Retwee…","{'Fresh', 'cooking', 'survival', 'ethics', 'news', 'preppers', 'Retwee…'}","{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
48,1420498158577242116,2022-04-28 08:46:57+00:00,,de,#News #Blaulicht POL-DA: Groß-Zimmern: Weißer Mercedes im Visier Krimineller / Wer kann Hinweise geben? - https://t.co/sFyBw36jhc https://t.co/HpOsDIfRqe,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
49,447591761,2022-04-28 08:46:57+00:00,,en,RT @jakluge: Impressive tool that shows why an EU #oil embargo on #Russia would be very effective: It is virtually impossible to redirect a…,"{'oil', 'Russia'}","{'retweet_count': 67, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
50,1443193908398280711,2022-04-28 08:46:57+00:00,,ru,Спасибо за дружбу 💋🫶🫰💜 #ARMY https://t.co/aGStrAg3dj,{'ARMY'},"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
51,1159372837322461184,2022-04-28 08:46:57+00:00,,en,"War in Ukraine Ukraine army.
https://t.co/ssqR3k2WVg

#WarInUkraine2022
#WARINUKRAINE #war #ArmUkraineNow #ARMY #StopPutin #StandWithUkraine #SlavaUkraini #PutinHitler #StopPutin #FckPutin https://t.co/cMG0AKS9cD","{'StandWithUkraine', 'war', 'ArmUkraineNow', 'PutinHitler', 'SlavaUkraini', 'FckPutin', 'WARINUKRAINE', 'ARMY', 'StopPutin', 'WarInUkraine2022'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
52,1424086268502290435,2022-04-28 08:46:56+00:00,,en,Ukraine war: Intelligence expert raises concerns over Zelenskyy call for ‘global control’ of Russian nukes https://t.co/3ZHwiMUH03 #news #trending #breaking_news,"{'trending', 'breaking_news', 'news'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
53,1482815368968220673,2022-04-28 08:46:56+00:00,,en,"RT @Youblacksoul: A regular guy from #Kyiv, #Ukraine cooks and eats human remains which he found in what he believed was a burned Russian t…","{'Kyiv,', 'Ukraine'}","{'retweet_count': 217, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
54,1496868208237846532,2022-04-28 08:46:55+00:00,,und,#ukraine #freedom #usa #potus #europe #warcrimes #warcriminal #StandUpForUkraine #ukraina #NATO #FCKPTN #genocide #internationalterrorist #RussiaInvadedUkraine #StopRussianAggression #putler #hungary #france #germany #dontbelikegermany #russia #belarus https://t.co/3IvyUMb0yy,"{'RussiaInvadedUkraine', 'potus', 'warcriminal', 'NATO', 'usa', 'StopRussianAggression', 'europe', 'genocide', 'freedom', 'ukraine', 'internationalterrorist', 'StandUpForUkraine', 'dontbelikegermany', 'warcrimes', 'ukraina', 'putler', 'france', 'belarus', 'germany', 'hungary', 'russia', 'FCKPTN'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
55,2378324935,2022-04-28 08:46:55+00:00,,en,RT @lorenzo_tondo: I met with forensic doctors &amp; prosecutors who have uncovered first cases of #Ukrainian women allegedly raped before bein…,{'Ukrainian'},"{'retweet_count': 407, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
56,1255722055393087488,2022-04-28 08:46:54+00:00,,ja,"🏭アゾフ製鉄所の地下で立て籠ってる🇺🇦兵は永遠に市民を監禁したまま、生活するつもりなのかな？🤷🏻‍♀️
#Azovstal #Azovstahl #Azov #アゾフ #AzovBattalion #Ukronazis #UkraineArmy #Ukrainesoldiers #人間の盾 #HumanShield https://t.co/5GDzxSvvmy","{'HumanShield', 'Ukrainesoldiers', 'Azovstal', 'UkraineArmy', 'Azov', 'Azovstahl', 'アゾフ', 'Ukronazis', '人間の盾', 'AzovBattalion'}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
57,1426735828651319296,2022-04-28 08:46:54+00:00,,en,"RT @SolemanAhemad: #Ahmadiyya #Muslim youth.MAHMOODABAD. #Odisha launched campaign at bhubaneswar,city against imminent threat of a global…","{'Muslim', 'Ahmadiyya', 'Odisha'}","{'retweet_count': 20, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
58,1159372837322461184,2022-04-28 08:46:54+00:00,,en,"War in Ukraine Ukraine army.
https://t.co/ssqR3kkyjQ

#WARINUKRAINE #Ukrainians #Ukraine #UkraineRussiaWar #UkraineUnderAttaсk #UkrainianArmy #Ukrainians #RussianUkrainianWar #RussiaUkraine #StopPutin #SlavaUkraini #PutinHitler","{'UkraineUnderAttaсk', 'UkrainianArmy', 'RussiaUkraine', 'PutinHitler', 'RussianUkrainianWar', 'SlavaUkraini', 'UkraineRussiaWar', 'WARINUKRAINE', 'StopPutin', 'Ukrainians', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
59,1511295350648107016,2022-04-28 08:46:53+00:00,,en,"$AAPL is going to f'in moon 🌑🌚
#META $FB wow
long #USA 🇺🇸

#breakingnews #News #USA $qqq $spx $spy
#stock #stocks #StockMarketindia #china  $aal $cno $csv #oil #wheat #corn $mrna  $AZN #ETH #BTc #gas #crude $goog $msft $aapl $tgt $amzn $nflx $tsla https://t.co/PhdyPL3NKd","{'StockMarketindia', 'ETH', 'News', 'BTc', 'stock', 'USA', 'META', 'stocks', 'corn', 'wheat', 'china', 'gas', 'oil', 'breakingnews', 'crude'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
60,2801360028,2022-04-28 08:46:52+00:00,,en,"RT @nexta_tv: ""The #Bosporus Strait remains closed to all non-#Turkish warships, rendering #Russia unable to replace its lost cruiser #Mosk…","{'Mosk…', 'Bosporus', 'Russia'}","{'retweet_count': 100, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
61,2505928598,2022-04-28 08:46:52+00:00,,en,"🇷🇺🦅DPR: 📹 Briefing on the work of the Interdepartmental Operational Headquarters for April 27 (Part 2)

#UkraineWar #RussianUkrainianWar #UkraineRussianWar #Russia #Ukraine #Kyiv #mauripol  #Ukrainian #Azovstal #Putin #Russian #RussiaUkraineConflict https://t.co/Qb3qFebUrB","{'Russian', 'Azovstal', 'RussianUkrainianWar', 'mauripol', 'Ukrainian', 'Kyiv', 'Russia', 'UkraineRussianWar', 'UkraineWar', 'RussiaUkraineConflict', 'Putin', 'Ukraine'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
62,19499232,2022-04-28 08:46:52+00:00,,it,#MarsHillBlog Post su Jessica Watkins che diventa la prima donna di colore sulla Stazione Spaziale Internazionale #VladimirPutin #Russia #JessicaWatkins #NASA #SpaceX #USA #StazioneSpazialeInternazionale https://t.co/WAmMzJTWE4,"{'MarsHillBlog', 'SpaceX', 'JessicaWatkins', 'USA', 'VladimirPutin', 'Russia', 'NASA', 'StazioneSpazialeInternazionale'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
63,2378324935,2022-04-28 08:46:51+00:00,,en,RT @lorenzo_tondo: We interviewed forensic doctors in #Ukraine&amp;found out dozens of civilians in Bucha were killed by tiny metal arrows from…,{'Ukraine&amp;found'},"{'retweet_count': 263, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
64,1420498158577242116,2022-04-28 08:46:51+00:00,,de,#News #Blaulicht FW-M: Partygäste stecken im Aufzug fest (Altstadt) - https://t.co/ZrUqRXkEZh https://t.co/YCLZ0Y1C0u,"{'Blaulicht', 'News'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
65,3187210881,2022-04-28 08:46:51+00:00,,fr,"#Guidedujournaliste
Le guide du journaliste vous facilite dans la quête de l’information financière dont vous avez besoin en tant que journaliste économique. Vous pouvez le consulter en cliquant ici : https://t.co/p5YDuDeqa8 
#Actualités #Economie #MTP #News #UEMOA https://t.co/8XyPJMFkWD","{'Guidedujournaliste', 'Economie', 'News', 'Actualités', 'UEMOA', 'MTP'}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
